Unnamed: 0.1,Unnamed: 0,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,leaf_hair_description,leaf_hair_upper_description,leaf_hair_lower_description,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,staminate_pedicel_width,pistillate_pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,staminate_peduncle_length,staminate_peduncle_width,pistillate_peduncle_length,pistillate_peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla,lower_corolla,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corrola_lobes_length,male_corrola_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,species_id
57,57,Amaranthaceae,Amaranthus,spinosus,spiny_amaranth,pg 189,['DICOTS'],,"['GLABROUS (SMOOTH)', 'PUBERULENT']",['ALTERNATE'],glabrous,,occasionally sparsely pilose,['MONOECIOUS'],"['SPIKE', 'CYME']",,,,,,,,['ABSENT'],,,,['NAN'],2n,"32, 34",33.0,['NATURALIZED'],['NAN'],['ANNUAL HERB'],['SIMPLE'],[],"['LANCEOLATE', 'ELLIPTIC', 'OBLONG', 'RHOMBIC']",[],[],[],[],[],[],['GLABROUS'],[],['P'],[],"['HAWAII', 'MAUI', 'KAHOOLAWE', 'MOLOKAI', 'OAHU', 'KAUAI']",{'Pakai kuku'},"{'exmin': nan, 'min': 0.4, 'max': 1.5, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 1.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.8, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.0, 'max': 9.0, 'exmax': nan, 'unit': 'cm'}",,,,"{'min': 1.5, 'max': 2.5, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 0.08, 'max': 0.1, 'unit': 'cm'}",,,Amaranthaceae_Amaranthus_spinosus
58,58,Amaranthaceae,Blutaplaron,vermiculare,,,['DICOTS'],,['NAN'],['NAN'],,,,['NAN'],['NAN'],,,,,,,,['NAN'],,,,['NAN'],,,,['NATURALIZED'],['NAN'],[],['SIMPLE'],[],[],[],[],[],[],[],[],[],[],[],[],[],set(),,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Amaranthaceae_Blutaplaron_vermiculare
59,59,Amaranthaceae,Charpentiera,obovata,,pg 189-191,['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],usually glabrous,,,['GYNODIOECIOUS'],['PANICLE'],,,,,,,,['ABSENT'],,,,['NAN'],,,,['ENDEMIC'],['NAN'],"['TREE', 'SHRUB/TREE']",['SIMPLE'],['NOTEETH'],"['ELLIPTIC', 'OBOVATE']",[],[],[],[],[],[],['GLABROUS'],[],[],[],['KAUAI'],set(),"{'exmin': nan, 'min': 4.5, 'max': 6.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 3.0, 'max': 12.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.0, 'max': 5.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.2, 'max': 5.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 100.0, 'max': 400.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.6, 'max': 1.25, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 0.1, 'max': 0.15, 'unit': 'cm'}",,,Amaranthaceae_Charpentiera_obovata
60,60,Amaranthaceae,Charpentiera,ovata,papala,pg 189-191,['DICOTS'],niuensis,['TOMENTOSE'],['ALTERNATE'],,,,['GYNODIOECIOUS'],['PANICLE'],,,,,,,,['ABSENT'],,,,['NAN'],,,,['ENDEMIC'],['NAN'],"['TREE', 'SHRUB/TREE']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],set(),"{'exmin': nan, 'min': 1.0, 'max': 6.0, 'exmax': nan, 'unit': 'm'}",,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 17.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 120.0, 'max': 500.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '1.5', 'max': 2.25, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Amaranthaceae_Charpentiera_ovata
61,61,Amaranthaceae,Charpentiera,ovata,papala,pg 189-191,['DICOTS'],ovata,['TOMENTOSE'],['ALTERNATE'],,,,['GYNODIOECIOUS'],['PANICLE'],,,,,,,,['ABSENT'],,,,['NAN'],,,,['ENDEMIC'],['NAN'],"['TREE', 'SHRUB/TREE']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],set(),"{'exmin': nan, 'min': 1.0, 'max': 6.0, 'exmax': nan, 'unit': 'm'}",,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 17.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 120.0, 'max': 500.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '1.5', 'max': 2.25, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Amaranthaceae_Charpentiera_ovata
62,62,Amaranthaceae,Gomphrena,globosa,"globe amaranth, bozu",pg 192-193,['DICOTS'],,['PILOSE'],['OPPOSITE'],moderatley pilose,,,['MONOECIOUS'],['SPIKE'],,,,,,,,['ABSENT'],,,,['ACHENE'],2n,"32, 40-48",12.0,['NATURALIZED'],['NAN'],['ANNUAL HERB'],['SIMPLE'],['NOTEETH'],"['ELLIPTIC', 'OBLONG', 'OBOVATE']",[],[],[],[],[],[],['PILOSE'],[],[],[],"['MAUI', 'OAHU', 'KAUAI']","{'lehua', 'leihua', 'Lehua mau loa', ' lehua pepa'}","{'exmin': nan, 'min': 0.15, 'max': 0.6, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 5.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.0, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.0, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'min': 7.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '6', 'max': 6.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 0.15, 'max': 0.2, 'unit': 'cm'}",,,Amaranthaceae_Gomphrena_globosa
63,63,Amaranthaceae,Nototrichium,humile,,pg 193-194,['DICOTS'],,['PUBERULENT'],['OPPOSITE'],"moderately pubescent with short appressed hairs,glabrate with age",,,['MONOECIOUS'],['SPIKE'],,,,,,,,['ABSENT'],,,,['NAN'],,,,['ENDEMIC'],['NAN'],['SHRUB'],['SIMPLE'],['NOTEETH'],['OBLONG'],[],[],[],[],[],[],"['GLABROUS', 'PUBERULENT']",[],[],['PU'],"['MAUI', 'OAHU']",set(),"{'exmin': nan, 'min': 1.0, 'max': 5.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 3.0, 'max': 9.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.0, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.4, 'max': 0.8, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 30.0, 'max': 140.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.2, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Amaranthaceae_Nototrichium_humile
64,64,Amaranthaceae,Nototrichium,sandwicense,,pg 193-195,['DICOTS'],,['PUBERULENT'],['OPPOSITE'],densely pubescent with closely appressed or sometimes spreading hairs,,,['MONOECIOUS'],['NAN'],,,,,,,,['NAN'],,,,['NAN'],,,,['ENDEMIC'],['NAN'],"['SHRUB', 'TREE', 'SHRUB/TREE']",['SIMPLE'],['NOTEETH'],"['LANCEOLATE', 'ELLIPTIC', 'OBOVATE']",[],[],[],[],[],[],['PUBERULENT'],['PU'],['PU'],[],"['HAWAII', 'MAUI', 'KAHOOLAWE', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI', 'NIIHAU', 'ALL ISLANDS']",set(),"{'exmin': 0.8, 'min': 1.0, 'max': 4.0, 'exmax': 7.0, 'unit': 'm'}","{'exmin': 1.5, 'min': 3.0, 'max': 10.0, 'exmax': 13.0, 'unit': 'cm'}","{'exmin': 1.0, 'min': 2.0, 'max': 4.0, 'exmax': 7.6, 'unit': 'cm'}",,,,,"{'exmin': 0.3, 'min': 0.6, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 5.0, 'max': 30.0, 'exmax': 50.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,,"{'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': 5.0, 'min': 20.0, 'max': 50.0, 'exmax': 75.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': 2.0, 'min': '3', 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.2, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Amaranthaceae_Nototrichium_sandwicense
65,65,Anacardiaceae,Mangifera,indica,mango,pg 196-197,['DICOTS'],,['NAN'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['PANICLE'],,,,,,,,['ADNATE'],,,Greenish white to tinged purple,['DRUPE'],2n,40,40.0,['NATURALIZED'],['NAN'],"['TREE', 'SHRUB/TREE']",['SIMPLE'],['NOTEETH'],"['LANCEOLATE', 'OBLONG']",[],[],[],[],[],[],['GLABROUS'],[],[],[],['HAWAII'],"{'meneke', 'Manako,'}","{'exmin': nan, 'min': 10.0, 'max': 40.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 5.0, 'max': 32.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.5, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.0, 'max': 8.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 200.0, 'max': 350.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': 1.5, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 3.5, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 50.0, 'max': 150.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 60.0, 'max': nan, 'exmax': 80.0, 'unit': 'mm'}",,"{'exmin': None, 'min': 1.0, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 5.0, 'max': 7.0, 'unit': 'cm'}",,,Anacardiaceae_Mangifera_indica
66,66,Anacardiaceae,Rhus,sandwicensis,,pg 197,['DICOTS'],,['NAN'],['ALTERNATE'],,sparsely short-villous to strigillose,moderate to densely short-villous to strigillose,['POLYGAMOUS'],['PANICLE'],,,,,,,,['ELLIPTIC'],,,Pale yellow,['DRUPE'],,,,['ENDEMIC'],['NAN'],['SHRUB'],['COMPOUND'],['TEETH'],[],['COMPOUND'],['TEETH'],['P'],['COMPOUND'],['TEETH'],"['LA', 'E', 'OBLO', 'OVA']",[],"['S', 'V']","['S', 'V']",[],"['HAWAII', 'MAUI', 'MOLOKAI', 'OAHU', 'KAUAI']","{'neneleau', 'Neleau, neneleau'}","{'exmin': nan, 'min': 3.0, 'max': 8.0, 'exmax': nan, 'unit': 'm'}","{'exmin': 5.0, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': 5.0, 'min': 7.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.5, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': 5.0, 'min': 9.0, 'max': 14.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': 2.5, 'min': 3.0, 'max': 6.0, 'exmax': 9.5, 'unit': 'cm'}","{'exmin': nan, 'min': 6.0, 'max': 10.0, 'exmax': 17.0, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '1', 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': 1.0, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Anacardiaceae_Rhus_sandwicensis
67,67,Anacardiaceae,Schinus,terebinthifolius,christmas berry,pg 197-198,['DICOTS'],,['NAN'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['PANICLE'],,,,,,,,"['OBLONG', 'OVATE']",,,White,['NAN'],2n,60,60.0,['NATURALIZED'],['NAN'],"['SHRUB', 'TREE', 'SHRUB/TREE']",['COMPOUND'],"['TEETH', 'NOTEETH']","['ELLIPTIC', 'OBLANCEOLATE']",[],[],[],['SIMPLE'],"['TEETH', 'NOTEETH']","['E', 'OBL']",['GLABROUS'],[],[],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI', 'ALL ISLANDS']","{'Wilelaiki, naniohilo', 'naniohilo', 'Wilelaiki'}","{'exmin': nan, 'min': 1.0, 'max': 7.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 1.5, 'max': 7.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.7, 'max': 3.2, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 1.5, 'max': 7.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.7, 'max': 3.2, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '0.7', 'max': 0.8, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.2, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': nan, 'exmax': 6.5, 'unit': 'mm'}","{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Anacardiaceae_Schinus_terebinthifolius
68,68,Apiaceae,Centella,asiatica,Asiatic pennywort,pg 200-201,['DICOTS'],,['GLABROUS (SMOOTH)'],['NAN'],glabrous to tomentose,,,['MONOECIOUS'],['UMBEL'],,,,,,,,"['OBLONG', 'OVATE']",,,White to purplish or rose,['MERICARP'],2n,"17, 18*, 19, 20, 22, 33",21.5,['NATURALIZED'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],"['TEETH', 'NOTEETH']","['CORDATE', 'ORBICULAR', 'RENIFORM']",[],[],[],[],[],[],[],[],[],[],"['HAWAII', 'MAUI', 'KAHOOLAWE', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI', 'NIIHAU', 'ALL ISLANDS']",{'Pohe kula'},,"{'exmin': nan, 'min': 2.0, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.5, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 3.0, 'max': 30.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.5, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 1.5, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 0.0, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 12.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': nan, 'exmax': 5.0, 'unit': 'mm'}","{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Centella_asiatica
69,69,Apiaceae,Cryptotaenia,canadensis,honewort,pg 203,['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['UMBEL'],,,,,,,,['NAN'],,,White,['MERICARP'],2n,"18, 20, 22",20.0,['NATURALIZED'],['NAN'],['PERRENIAL HERB'],['COMPOUND'],['TEETH'],"['OBOVATE', 'RHOMBIC']",[],[],[],['SIMPLE'],['TEETH'],"['OBO', 'RH']",[],[],[],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'OAHU', 'KAUAI']",set(),"{'exmin': nan, 'min': 0.3, 'max': 1.2, 'exmax': nan, 'unit': 'm'}",,"{'exmin': nan, 'min': 2.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 7.0, 'max': 20.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 60.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 35.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 0.35, 'max': 0.8, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 1.0, 'max': nan, 'exmax': 3.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Cryptotaenia_canadensis
