,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla_length,lower_corolla_length,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip_length,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corolla_lobes_length,male_corolla_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,pistillate_peduncle_length,pistillate_peduncle_width,staminate_pedicel_length,staminate_peduncle_length,staminate_peduncle_width,species_key
387,Asteraceae,Pluchea,carolinensis,sour bush,,Dicots,,,ALTERNATE,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asteraceae_pluchea_carolinensis
388,Asteraceae,Pluchea,indica,indian fleabane,pg 350-351,Dicots,,PUBERULENT or TOMENTOSE,ALTERNATE,MONOECIOUS,,,,,,,,,DISK,,,Pink or purplish pink,ACHENE,2n,"20, 30",25,PC,NATURALIZED,['SHRUB'],['SIMPLE'],"['TEETH', 'NO TEETH']",['OBOVATE'],,,,,,,"['PUBERULENT', 'TOMENTOSE']",,,"['PUBERULENT', 'TOMENTOSE']","['HAWAII', 'MAUI', 'KAHOOLAWE', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI', 'NIIHAU', 'ALL ISLANDS']",,"{'exmin': nan, 'min': 1.0, 'max': 1.5, 'exmax': 2.0, 'unit': 'm'}","{'exmin': nan, 'min': 2.5, 'max': 4.0, 'exmax': 5.0, 'unit': 'cm'}","{'exmin': nan, 'min': 1.2, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.0, 'max': 0.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,asteraceae_pluchea_indica
389,Asteraceae,Pluchea,x fosbergii,,pg 350-351,Dicots,,PUBERULENT or TOMENTOSE,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,,,,,PC,,['SHRUB'],['SIMPLE'],['TEETH'],['OBOVATE'],,,,,,,['TOMENTOSE'],,,,"['MAUI', 'MOLOKAI', 'OAHU', 'KAUAI']",,"{'exmin': nan, 'min': 0.5, 'max': 1.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.5, 'max': 4.0, 'exmax': 5.0, 'unit': 'cm'}","{'exmin': nan, 'min': 1.2, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.0, 'max': 0.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 4.5, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,"{'exmin': nan, 'min': 4.5, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asteraceae_pluchea_x fosbergii
390,Asteraceae,Pseudelephantopus,spicatus,elephant's foot,,Dicots,,,,,,,,,,,,,,,,White or lavender,,2n,"22, 26",24,PC,NATURALIZED,['PERENNIAL_HERB'],['SIMPLE'],['TEETH'],"['LANCEOLATE', 'LINEAR', 'ELLIPTIC', 'OBLANCEOLATE', 'OBLONG', 'OBOVATE']",,,,,,,,"['HISPID', 'PILOSE']",['STRIGOSE'],,"['HAWAII', 'MAUI', 'OAHU', 'KAUAI']",,"{'exmin': nan, 'min': 0.1, 'max': 0.6, 'exmax': 1.2, 'unit': 'm'}","{'exmin': nan, 'min': 3.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.0, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.5, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,asteraceae_pseudelephantopus_spicatus
391,Asteraceae,Pseudognaphalium,sandwicensium,,,Dicots,,,,,,,,,,,,,,,,,,,,,ENDEMIC,,['PERENNIAL_HERB'],['SIMPLE'],,"['LINEAR', 'SPATULATE']",,,,,,,,['PUBERULENT'],['PUBERULENT'],,,,"{'exmin': nan, 'min': 0.1, 'max': 0.65, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 1.0, 'max': 6.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.1, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asteraceae_pseudognaphalium_sandwicensium
392,Asteraceae,Pseudognaphalium,sandwicensium,`ena`ena,,Dicots,hawaiiense,,,,,,,,,,,,,,,,,,,,ENDEMIC,ENDEMIC,"['ANNUAL_HERB', 'BIENNIAL_HERB', 'PERENNIAL_HERB']",['SIMPLE'],['NO TEETH'],"['LINEAR', 'SPATULATE']",,,,,,,,['TOMENTOSE'],['TOMENTOSE'],,"['HAWAII', 'MAUI']",{'`ena`ena'},,"{'exmin': nan, 'min': 1.0, 'max': 6.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.1, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': 8.0, 'max': 20.0, 'exmax': None, 'unit': 'count'}",,,,,,,,,asteraceae_pseudognaphalium_sandwicensium
393,Asteraceae,Pseudognaphalium,sandwicensium,`ena`ena,,Dicots,kilaueanum,,,,,,,,,,,,,,,,,,,,ENDEMIC,ENDEMIC,"['ANNUAL_HERB', 'BIENNIAL_HERB', 'PERENNIAL_HERB']",['SIMPLE'],['NO TEETH'],"['LINEAR', 'SPATULATE']",,,,,,,,['TOMENTOSE'],['TOMENTOSE'],,['HAWAII'],{'`ena`ena'},,"{'exmin': nan, 'min': 1.0, 'max': 6.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.1, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': 8.0, 'max': 20.0, 'exmax': None, 'unit': 'count'}",,,,,,,,,asteraceae_pseudognaphalium_sandwicensium
394,Asteraceae,Pseudognaphalium,sandwicensium,`ena`ena,,Dicots,molokaiense,,,,,,,,,,,,,,,,,,,,ENDEMIC,ENDEMIC,,['SIMPLE'],,"['OBOVATE', 'SPATULATE']",,,,,,,,['PUBERULENT'],['PUBERULENT'],,"['MAUI', 'MOLOKAI', 'LANAI', 'OAHU']",{'`ena`ena'},,"{'exmin': nan, 'min': 1.0, 'max': 6.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.7, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asteraceae_pseudognaphalium_sandwicensium
395,Asteraceae,Pseudognaphalium,sandwicensium,"cudweed, everlasting, `ena`ena, puheu",,Dicots,sandwicensium,,,,,,,,,,,,,,,,,,,,ENDEMIC,ENDEMIC,['PERENNIAL_HERB'],['SIMPLE'],,"['LINEAR', 'SPATULATE']",,,,,,,,['PUBERULENT'],['PUBERULENT'],,"['HAWAII', 'MAUI', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI', 'NIIHAU']","{'`ena`ena', 'puheu'}","{'exmin': nan, 'min': 0.2, 'max': 0.4, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 1.0, 'max': 6.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.15, 'max': 0.8, 'exmax': 1.5, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asteraceae_pseudognaphalium_sandwicensium
396,Asteraceae,Reichardia,picroides,no common name,pg 351-352,Dicots,,,ALTERNATE,MONOECIOUS,,"Yellow, outer ones usually with a dark stripe on lower surface",,,,,,,,,,,ACHENE,2n,"14, 28",21,PC,NATURALIZED,['PERENNIAL_HERB'],['SIMPLE'],"['TEETH', 'NO TEETH']","['LANCEOLATE', 'LINEAR', 'OBLANCEOLATE']",,,,,,,['GLABROUS'],,,,"['MOLOKAI', 'OAHU']",,"{'exmin': nan, 'min': 0.1, 'max': 0.45, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.0, 'max': 13.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.5, 'max': 2.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 8.0, 'max': 14.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,asteraceae_reichardia_picroides
397,Asteraceae,Reichardia,tingitana,no common name,pg 351-352,Dicots,,,ALTERNATE,MONOECIOUS,,"Yellow, purplish toward the base, outer ones with a red stripe on lower surface",,,,,,,,,,,ACHENE,2n,"16, 72",44,PC,NATURALIZED,"['ANNUAL_HERB', 'PERENNIAL_HERB']",['SIMPLE'],['TEETH'],['OBLANCEOLATE'],,,,,,,['GLABROUS'],,,,"['HAWAII', 'MOLOKAI', 'OAHU']",,"{'exmin': nan, 'min': 0.04, 'max': 0.35, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.0, 'max': 17.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.5, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 10.0, 'max': 15.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.15, 'max': 0.25, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,asteraceae_reichardia_tingitana
398,Asteraceae,Remya,kauaiensis,no common name,pg 352-354,Dicots,,TOMENTOSE,ALTERNATE,MONOECIOUS,,,,,,,,,TUBULAR,,,Dark Yellow,ACHENE,,,,ENDEMIC,ENDEMIC,['SHRUB'],['SIMPLE'],['TEETH'],"['LANCEOLATE', 'ELLIPTIC']",,,,,,,,['GLABROUS'],['TOMENTOSE'],['TOMENTOSE'],['KAUAI'],,"{'exmin': nan, 'min': 1.0, 'max': 4.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 4.5, 'max': 17.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.2, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.2, 'max': 2.2, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 100.0, 'max': 200.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,"{'exmin': nan, 'min': 0.8, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': nan, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 2.5, 'max': 3.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.4, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 0.4, 'max': 0.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 1.4, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,asteraceae_remya_kauaiensis
399,Asteraceae,Remya,mauiensis,no common name,pg 352-353,Dicots,,TOMENTOSE,ALTERNATE,MONOECIOUS,,,,,,,,,TUBULAR,,,Dark Yellow,ACHENE,2n,36*,36,ENDEMIC,ENDEMIC,['SHRUB'],['SIMPLE'],['TEETH'],['ELLIPTIC'],,,,,,,,['GLABROUS'],['TOMENTOSE'],['TOMENTOSE'],['MAUI'],,"{'exmin': nan, 'min': 1.0, 'max': 2.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 9.0, 'max': 18.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.8, 'max': 2.6, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.0, 'max': 1.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 50.0, 'max': 130.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,"{'exmin': nan, 'min': 0.6, 'max': 0.8, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 4.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 2.0, 'max': 2.5, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 1.5, 'max': 1.6, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.5, 'max': 0.6, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,asteraceae_remya_mauiensis
400,Asteraceae,Remya,montgomeryi,no common name,pg 352-355,Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,TUBULAR,,,Dark Yellow,ACHENE,,,,ENDEMIC,ENDEMIC,['SHRUB'],['SIMPLE'],['TEETH'],['ELLIPTIC'],,,,,,,['GLABROUS'],,,,['KAUAI'],,"{'exmin': nan, 'min': nan, 'max': 1.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 13.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.0, 'max': 3.2, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.4, 'max': 0.6, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': 240.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 4.0, 'max': 4.5, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.2, 'max': 1.3, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': nan, 'max': 0.3, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': None, 'min': 2.0, 'max': 2.2, 'exmax': nan, 'unit': 'mm'}","{'exmin': None, 'min': 0.7, 'max': 0.8, 'exmax': None, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 1.6, 'max': 1.8, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,asteraceae_remya_montgomeryi
401,Asteraceae,Senecio,madagascariensis,,,Dicots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asteraceae_senecio_madagascariensis
402,Asteraceae,Senecio,sylvaticus,wood groundsel,pg 355-356,Dicots,,PUBERULENT,ALTERNATE,MONOECIOUS,,Yellow,,,,,,,DISK,,,Yellow,ACHENE,2n,40,40,PC,NATURALIZED,['ANNUAL_HERB'],['SIMPLE'],,"['OBLANCEOLATE', 'OBLONG']",,,,,,,"['GLABROUS', 'PUBERULENT']",['PUBERULENT'],,,"['HAWAII', 'MAUI', 'MOLOKAI', 'OAHU']",,"{'exmin': nan, 'min': 0.2, 'max': 0.8, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.0, 'max': 4.0, 'exmax': 12.0, 'unit': 'cm'}","{'exmin': nan, 'min': 0.4, 'max': 1.0, 'exmax': 3.5, 'unit': 'cm'}",,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': 1.0, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 5.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,asteraceae_senecio_sylvaticus
403,Asteraceae,Senecio,vulgaris,common groundsel,pg 355-357,Dicots,,PUBERULENT to sub-GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,DISK,,,Yellow,ACHENE,2n,"20, 38, 40",32.6666667,PC,NATURALIZED,['ANNUAL_HERB'],['SIMPLE'],,['OBLANCEOLATE'],,,,,,,,,,,"['HAWAII', 'MAUI']",,"{'exmin': nan, 'min': 0.1, 'max': 0.4, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.5, 'max': 4.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 8.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': 2.5, 'unit': 'mm'}",,,,,,,,,,,,asteraceae_senecio_vulgaris
404,Asteraceae,Sigesbeckia,orientalis,small yellow crown-beard,pg 355-357,Dicots,,PUBERULENT,OPPOSITE,MONOECIOUS,,,,,,,,,,,,,ACHENE,2n,"20, 24, 30, 60",33.5,PC,NATURALIZED,['ANNUAL_HERB'],['SIMPLE'],,"['DELTOID', 'LANCEOLATE', 'ELLIPTIC']",,,,,,,,,,,"['HAWAII', 'MAUI', 'KAHOOLAWE', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI', 'NIIHAU', 'ALL ISLANDS']",,"{'exmin': nan, 'min': 0.5, 'max': 1.2, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.0, 'max': 20.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.6, 'max': 9.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.6, 'max': 9.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 0.5, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,asteraceae_sigesbeckia_orientalis
